买家会员名,宝贝ID,推荐指数
0号仓库,544099790786,0.0
0号仓库,544066720474,0.0
0号仓库,544017279596,0.0
0小芄子0,35722000205,1.0
0小芄子0,547644315780,0.8181818181818181
0小芄子0,36074765406,0.8181818181818181
0小芄子0,546243180299,0.8181818181818181
0小芄子0,36353085367,0.8181818181818181
0小芄子0,546827381933,0.8181818181818181
0小芄子0,545516801138,0.8181818181818181
0小芄子0,44928090920,0.8181818181818181
0小芄子0,545602185334,0.8181818181818181
0小芄子0,544114247390,0.0
1010吴丹丹,540662291619,2.333333333333333
1010吴丹丹,527475911875,1.0
1010吴丹丹,532994602666,0.4444444444444444
1010吴丹丹,537396783238,0.4444444444444444
1010吴丹丹,37941111428,0.391519239397465
1010吴丹丹,541474263467,0.391519239397465
1010吴丹丹,536728628605,0.391519239397465
1010吴丹丹,36266985550,0.33333333333333326
1010吴丹丹,545602185334,0.33333333333333326
1010吴丹丹,535703074519,0.33333333333333326
1013ssss,35721027449,0.0
1013ssss,544114479515,0.0
1013ssss,543695068744,0.0
1013ssss,543719829706,0.0
1013ssss,543742043514,0.0
1013ssss,543812646033,0.0
1013ssss,543827067334,0.0
1013ssss,543889179481,0.0
1013ssss,544016559367,0.0
1013ssss,544017279596,0.0
1046361414ff,35721027449,0.0
1046361414ff,544114479515,0.0
1046361414ff,543695068744,0.0
1046361414ff,543719829706,0.0
1046361414ff,543742043514,0.0
1046361414ff,543812646033,0.0
1046361414ff,543827067334,0.0
1046361414ff,543889179481,0.0
1046361414ff,544016559367,0.0
1046361414ff,544017279596,0.0
1103989698_99,540407272609,1.0
1103989698_99,541659214822,1.0
1103989698_99,545538490326,1.0
1103989698_99,530710879153,1.0
1103989698_99,544100858313,1.0
1103989698_99,543626161846,1.0
1103989698_99,545979147913,1.0
1103989698_99,541592740476,0.5
1103989698_99,540882092170,0.0
1103989698_99,544115359956,0.0
1113开心,546275765548,1.0
1113开心,550977477078,1.0
1113开心,546928423058,1.0
1113开心,548547222435,1.0
1113开心,543719829706,1.0
1113开心,549698359290,1.0
1113开心,543672634097,1.0
1113开心,37941111428,1.0
1113开心,543644663788,1.0
1113开心,537252200486,1.0
113992633呆呆,35721027449,0.0
113992633呆呆,544114479515,0.0
113992633呆呆,543695068744,0.0
113992633呆呆,543719829706,0.0
113992633呆呆,543742043514,0.0
113992633呆呆,543812646033,0.0
113992633呆呆,543827067334,0.0
113992633呆呆,543889179481,0.0
113992633呆呆,544016559367,0.0
113992633呆呆,544017279596,0.0
115刘博,35721027449,0.0
115刘博,544114479515,0.0
115刘博,543695068744,0.0
115刘博,543719829706,0.0
115刘博,543742043514,0.0
115刘博,543812646033,0.0
115刘博,543827067334,0.0
115刘博,543889179481,0.0
115刘博,544016559367,0.0
115刘博,544017279596,0.0
1160970379jia,546827381933,1.0
1160970379jia,35721027449,0.0
1160970379jia,544016559367,0.0
1160970379jia,544106286825,0.0
1160970379jia,544106282196,0.0
1160970379jia,544100858313,0.0
1160970379jia,544099790786,0.0
1160970379jia,544066720474,0.0
1160970379jia,544017279596,0.0
1160970379jia,543889179481,0.0
1213jk0,35721027449,0.0
1213jk0,544114479515,0.0
1213jk0,543695068744,0.0
1213jk0,543719829706,0.0
1213jk0,543742043514,0.0
1213jk0,543812646033,0.0
1213jk0,543827067334,0.0
1213jk0,543889179481,0.0
1213jk0,544016559367,0.0
1213jk0,544017279596,0.0
1234567890爱恨一瞬间,35721723963,1.0
1234567890爱恨一瞬间,549378588703,1.0
1234567890爱恨一瞬间,36266985550,1.0
1234567890爱恨一瞬间,543719829706,0.0
1234567890爱恨一瞬间,543742043514,0.0
1234567890爱恨一瞬间,543695068744,0.0
1234567890爱恨一瞬间,543812646033,0.0
1234567890爱恨一瞬间,543827067334,0.0
1234567890爱恨一瞬间,544114247390,0.0
1234567890爱恨一瞬间,544016559367,0.0
123456cyy43,540407272609,1.0
123456cyy43,539522491801,1.0
123456cyy43,536083448292,1.0
123456cyy43,42240451814,1.0
123456cyy43,536728628605,1.0
123456cyy43,549710009588,1.0
123456cyy43,537396783238,1.0
123456cyy43,547510552253,1.0
123456cyy43,544768785584,1.0
123456cyy43,36286235128,1.0
12345快乐小不点,527419046969,1.3715906273012801
12345快乐小不点,35798891586,1.0
12345快乐小不点,547510552253,1.0
12345快乐小不点,549640657338,1.0
12345快乐小不点,547380519834,1.0
12345快乐小不点,538658221958,1.0
12345快乐小不点,542939108885,1.0
12345快乐小不点,540349069906,1.0
12345快乐小不点,545940561990,0.0
12345快乐小不点,544114247390,0.0
1234孙玲,35721027449,0.0
1234孙玲,544114479515,0.0
1234孙玲,543695068744,0.0
1234孙玲,543719829706,0.0
1234孙玲,543742043514,0.0
1234孙玲,543812646033,0.0
1234孙玲,543827067334,0.0
1234孙玲,543889179481,0.0
1234孙玲,544016559367,0.0
1234孙玲,544017279596,0.0
123tscx小田,35721027449,0.0
123tscx小田,544114479515,0.0
123tscx小田,543695068744,0.0
123tscx小田,543719829706,0.0
123tscx小田,543742043514,0.0
123tscx小田,543812646033,0.0
123tscx小田,543827067334,0.0
123tscx小田,543889179481,0.0
123tscx小田,544016559367,0.0
123tscx小田,544017279596,0.0
1298768089yez,528153854399,1.0
1298768089yez,531145857565,1.0
1298768089yez,520310825412,1.0
1298768089yez,42577833473,1.0
1298768089yez,42240451814,1.0
1298768089yez,547742157633,1.0
1298768089yez,545516801138,1.0
1298768089yez,531877266868,1.0
1298768089yez,550680496523,1.0
1298768089yez,37276995387,1.0
12ywq,35721027449,0.0
12ywq,544114479515,0.0
12ywq,543695068744,0.0
12ywq,543719829706,0.0
12ywq,543742043514,0.0
12ywq,543812646033,0.0
12ywq,543827067334,0.0
12ywq,543889179481,0.0
12ywq,544016559367,0.0
12ywq,544017279596,0.0
12香妹仔,521906910410,1.0
12香妹仔,35721027449,0.0
12香妹仔,544017279596,0.0
12香妹仔,544106286825,0.0
12香妹仔,544106282196,0.0
12香妹仔,544100858313,0.0
12香妹仔,544099790786,0.0
12香妹仔,544066720474,0.0
12香妹仔,544016559367,0.0
12香妹仔,544114479515,0.0
131417menglian,531877266868,1.25
131417menglian,36500131840,1.25
131417menglian,40400203213,1.0
131417menglian,537396783238,0.8333333333333333
131417menglian,530812936284,0.8333333333333333
131417menglian,542978775847,0.8333333333333333
131417menglian,528109847799,0.8333333333333333
131417menglian,36353085367,0.8
131417menglian,550680496523,0.8
131417menglian,532940035080,0.8
1314lovezheng,35721027449,0.0
1314lovezheng,544114479515,0.0
1314lovezheng,543695068744,0.0
1314lovezheng,543719829706,0.0
1314lovezheng,543742043514,0.0
1314lovezheng,543812646033,0.0
1314lovezheng,543827067334,0.0
1314lovezheng,543889179481,0.0
1314lovezheng,544016559367,0.0
1314lovezheng,544017279596,0.0
1314岩佐真悠子,36286235128,5.012987012987013
1314岩佐真悠子,544768785584,2.619047619047619
1314岩佐真悠子,528109847799,2.4523809523809526
1314岩佐真悠子,35722333869,2.4523809523809526
1314岩佐真悠子,42577833473,2.0129870129870127
1314岩佐真悠子,530910185416,1.7857142857142856
1314岩佐真悠子,45404080098,1.7857142857142856
1314岩佐真悠子,540407272609,1.7857142857142856
1314岩佐真悠子,550634023902,1.452380952380952
1314岩佐真悠子,541474263467,1.452380952380952
1332qq,35721027449,0.0
1332qq,544114479515,0.0
1332qq,543695068744,0.0
1332qq,543719829706,0.0
1332qq,543742043514,0.0
1332qq,543812646033,0.0
1332qq,543827067334,0.0
1332qq,543889179481,0.0
1332qq,544016559367,0.0
1332qq,544017279596,0.0
13485225822杨德才,35721027449,0.0
13485225822杨德才,544114479515,0.0
13485225822杨德才,543695068744,0.0
13485225822杨德才,543719829706,0.0
13485225822杨德才,543742043514,0.0
13485225822杨德才,543812646033,0.0
13485225822杨德才,543827067334,0.0
13485225822杨德才,543889179481,0.0
13485225822杨德才,544016559367,0.0
13485225822杨德才,544017279596,0.0
13586083332xx,35722333869,0.44999999999999996
13586083332xx,545516801138,0.44999999999999996
13586083332xx,547792011631,0.44999999999999996
13586083332xx,35721027449,0.0
13586083332xx,544017279596,0.0
13586083332xx,544106286825,0.0
13586083332xx,544106282196,0.0
13586083332xx,544099790786,0.0
13586083332xx,544066720474,0.0
13586083332xx,544016559367,0.0
1363434liu,531877266868,1.25
1363434liu,544768785584,0.25
1363434liu,544016559367,0.0
1363434liu,544106282196,0.0
1363434liu,544100858313,0.0
1363434liu,544099790786,0.0
1363434liu,544066720474,0.0
1363434liu,544017279596,0.0
1363434liu,35721027449,0.0
1363434liu,544114247390,0.0
13704285111na,540662291619,2.142857142857143
13704285111na,544115759872,1.2
13704285111na,544016559367,1.1428571428571428
13704285111na,36414345451,1.1428571428571428
13704285111na,36286235128,1.1428571428571428
13704285111na,42577833473,1.0
13704285111na,548130516925,1.0
13704285111na,521019257989,0.9312024286611927
13704285111na,36416065395,0.8181818181818181
13704285111na,36267739775,0.8181818181818181
13726236901琪琪,527475911875,0.8333333333333333
13726236901琪琪,536009750573,0.8333333333333333
13726236901琪琪,547751184046,0.8333333333333333
13726236901琪琪,541659214822,0.8333333333333333
13726236901琪琪,544066720474,0.0
13726236901琪琪,544106286825,0.0
13726236901琪琪,544106282196,0.0
13726236901琪琪,544100858313,0.0
13726236901琪琪,544099790786,0.0
13726236901琪琪,544017279596,0.0
13785608367ma,538658221958,0.6666666666666667
13785608367ma,550634023902,0.6666666666666667
13785608367ma,540662291619,0.5
13785608367ma,35721027449,0.0
13785608367ma,544017279596,0.0
13785608367ma,544106282196,0.0
13785608367ma,544100858313,0.0
13785608367ma,544099790786,0.0
13785608367ma,544066720474,0.0
13785608367ma,544016559367,0.0
13964524936杨,35721027449,0.0
13964524936杨,544114479515,0.0
13964524936杨,543695068744,0.0
13964524936杨,543719829706,0.0
13964524936杨,543742043514,0.0
13964524936杨,543812646033,0.0
13964524936杨,543827067334,0.0
13964524936杨,543889179481,0.0
13964524936杨,544016559367,0.0
13964524936杨,544017279596,0.0
1483737059张玉,35721027449,0.0
1483737059张玉,544114479515,0.0
1483737059张玉,543695068744,0.0
1483737059张玉,543719829706,0.0
1483737059张玉,543742043514,0.0
1483737059张玉,543812646033,0.0
1483737059张玉,543827067334,0.0
1483737059张玉,543889179481,0.0
1483737059张玉,544016559367,0.0
1483737059张玉,544017279596,0.0
15006665289y,37941111428,1.75
15006665289y,538658965256,1.0
15006665289y,528166273868,1.0
15006665289y,540662291619,1.0
15006665289y,528109847799,1.0
15006665289y,35798891586,1.0
15006665289y,549882564050,1.0
15006665289y,544115759872,1.0
15006665289y,45404080098,1.0
15006665289y,546243180299,0.875
15016188625洪,35721027449,0.0
15016188625洪,544114479515,0.0
15016188625洪,543695068744,0.0
15016188625洪,543719829706,0.0
15016188625洪,543742043514,0.0
15016188625洪,543812646033,0.0
15016188625洪,543827067334,0.0
15016188625洪,543889179481,0.0
15016188625洪,544016559367,0.0
15016188625洪,544017279596,0.0
15087673908a,35721027449,0.0
15087673908a,544114479515,0.0
15087673908a,543695068744,0.0
15087673908a,543719829706,0.0
15087673908a,543742043514,0.0
15087673908a,543812646033,0.0
15087673908a,543827067334,0.0
15087673908a,543889179481,0.0
15087673908a,544016559367,0.0
15087673908a,544017279596,0.0
15643825726cl,35721027449,0.0
15643825726cl,544114479515,0.0
15643825726cl,543695068744,0.0
15643825726cl,543719829706,0.0
15643825726cl,543742043514,0.0
15643825726cl,543812646033,0.0
15643825726cl,543827067334,0.0
15643825726cl,543889179481,0.0
15643825726cl,544016559367,0.0
15643825726cl,544017279596,0.0
15886190245f,35721027449,0.0
15886190245f,544114479515,0.0
15886190245f,543695068744,0.0
15886190245f,543719829706,0.0
15886190245f,543742043514,0.0
15886190245f,543812646033,0.0
15886190245f,543827067334,0.0
15886190245f,543889179481,0.0
15886190245f,544016559367,0.0
15886190245f,544017279596,0.0
15900125309sh,531846025844,2.0375
15900125309sh,536009750573,1.0375
15900125309sh,528109847799,0.8730549407953936
15900125309sh,547644315780,0.7666666666666668
15900125309sh,35797606083,0.7666666666666668
15900125309sh,45171930915,0.7666666666666668
15900125309sh,530812936284,0.7666666666666668
15900125309sh,532994602666,0.7666666666666668
15900125309sh,545602185334,0.6000000000000001
15900125309sh,541659214822,0.43333333333333335
168剁手党,35721027449,0.0
168剁手党,544114479515,0.0
168剁手党,543695068744,0.0
168剁手党,543719829706,0.0
168剁手党,543742043514,0.0
168剁手党,543812646033,0.0
168剁手党,543827067334,0.0
168剁手党,543889179481,0.0
168剁手党,544016559367,0.0
168剁手党,544017279596,0.0
169lina,536083448292,1.0
169lina,36074765406,1.0
169lina,545516801138,0.75
169lina,35721027449,0.0
169lina,544017279596,0.0
169lina,544106282196,0.0
169lina,544100858313,0.0
169lina,544099790786,0.0
169lina,544066720474,0.0
169lina,544016559367,0.0
18086875775a,546243180299,2.1
18086875775a,547382055156,1.1
18086875775a,36500131840,1.1
18086875775a,544115759872,1.0
18086875775a,535612234886,1.0
18086875775a,538494418449,1.0
18086875775a,36074765406,0.9052505521109263
18086875775a,521019257989,0.9052505521109263
18086875775a,531877266868,0.8944271909999159
18086875775a,545912368452,0.8181818181818181
18329100972xb,35721027449,0.0
18329100972xb,544114479515,0.0
18329100972xb,543695068744,0.0
18329100972xb,543719829706,0.0
18329100972xb,543742043514,0.0
18329100972xb,543812646033,0.0
18329100972xb,543827067334,0.0
18329100972xb,543889179481,0.0
18329100972xb,544016559367,0.0
18329100972xb,544017279596,0.0
18335510140王,45404080098,1.7243589743589745
18335510140王,550715341924,1.7243589743589745
18335510140王,521019257989,1.4743589743589745
18335510140王,535703074519,1.1076923076923078
18335510140王,545516801138,1.1076923076923078
18335510140王,35877393642,0.7243589743589745
18335510140王,45123664231,0.7243589743589745
18335510140王,36414345451,0.7243589743589745
18335510140王,547382055156,0.7243589743589745
18335510140王,42240451814,0.7243589743589745
18705459190li98,35721027449,0.0
18705459190li98,544114479515,0.0
18705459190li98,543695068744,0.0
18705459190li98,543719829706,0.0
18705459190li98,543742043514,0.0
18705459190li98,543812646033,0.0
18705459190li98,543827067334,0.0
18705459190li98,543889179481,0.0
18705459190li98,544016559367,0.0
18705459190li98,544017279596,0.0
18709821830jyh,529338111966,2.65
18709821830jyh,546243180299,2.373684210526316
18709821830jyh,44928090920,2.373684210526316
18709821830jyh,529337915679,1.7
18709821830jyh,547742157633,1.7
18709821830jyh,35722333869,1.65
18709821830jyh,35877393642,1.5796901850592646
18709821830jyh,547792011631,1.5666666666666667
18709821830jyh,531145857565,1.4583268147234598
18709821830jyh,546827381933,1.4
18716546696cy,35722333869,1.8500474636936977
18716546696cy,35722000205,1.6333333333333333
18716546696cy,529339155756,1.6333333333333333
18716546696cy,546243180299,1.3333333333333333
18716546696cy,545516801138,1.3333333333333333
18716546696cy,545912368452,1.0833333333333333
18716546696cy,538540548218,1.0833333333333333
18716546696cy,536009750573,1.0833333333333333
18716546696cy,545974803385,0.9333333333333333
18716546696cy,36500131840,0.9333333333333333
18735211841静,35721027449,0.0
18735211841静,544114479515,0.0
18735211841静,543695068744,0.0
18735211841静,543719829706,0.0
18735211841静,543742043514,0.0
18735211841静,543812646033,0.0
18735211841静,543827067334,0.0
18735211841静,543889179481,0.0
18735211841静,544016559367,0.0
18735211841静,544017279596,0.0
18859473301yan,35721027449,0.0
18859473301yan,544114479515,0.0
18859473301yan,543695068744,0.0
18859473301yan,543719829706,0.0
18859473301yan,543742043514,0.0
18859473301yan,543812646033,0.0
18859473301yan,543827067334,0.0
18859473301yan,543889179481,0.0
18859473301yan,544016559367,0.0
18859473301yan,544017279596,0.0
18978854882李泰乐,44928090920,1.6666666666666667
18978854882李泰乐,530710879153,1.6666666666666667
18978854882李泰乐,36353085367,0.6666666666666665
18978854882李泰乐,42577833473,0.6666666666666665
18978854882李泰乐,35721027449,0.0
18978854882李泰乐,544106286825,0.0
18978854882李泰乐,544106282196,0.0
18978854882李泰乐,544100858313,0.0
18978854882李泰乐,544099790786,0.0
18978854882李泰乐,544066720474,0.0
1940612579qq,538658221958,1.1666666666666667
1940612579qq,550634023902,1.1666666666666667
1940612579qq,35721027449,0.0
1940612579qq,544114247390,0.0
1940612579qq,544106282196,0.0
1940612579qq,544100858313,0.0
1940612579qq,544099790786,0.0
1940612579qq,544066720474,0.0
1940612579qq,544017279596,0.0
1940612579qq,544016559367,0.0
1976青春,35721027449,0.0
1976青春,544114479515,0.0
1976青春,543695068744,0.0
1976青春,543719829706,0.0
1976青春,543742043514,0.0
1976青春,543812646033,0.0
1976青春,543827067334,0.0
1976青春,543889179481,0.0
1976青春,544016559367,0.0
1976青春,544017279596,0.0
1981夜玫瑰,548998614714,3.4705882352941178
1981夜玫瑰,36286235128,2.4705882352941178
1981夜玫瑰,537180206236,1.4705882352941178
1981夜玫瑰,545516801138,1.4705882352941178
1981夜玫瑰,36500131840,1.0
1981夜玫瑰,546928423058,1.0
1981夜玫瑰,36414345451,1.0
1981夜玫瑰,44928090920,1.0
1981夜玫瑰,36074765406,1.0
1981夜玫瑰,40400203213,1.0
1991青青小草,35721027449,0.0
1991青青小草,544114479515,0.0
1991青青小草,543695068744,0.0
1991青青小草,543719829706,0.0
1991青青小草,543742043514,0.0
1991青青小草,543812646033,0.0
1991青青小草,543827067334,0.0
1991青青小草,543889179481,0.0
1991青青小草,544016559367,0.0
1991青青小草,544017279596,0.0
1996mssj,551091071810,0.5
1996mssj,35721027449,0.0
1996mssj,544106282196,0.0
1996mssj,544100858313,0.0
1996mssj,544099790786,0.0
1996mssj,544066720474,0.0
1996mssj,544017279596,0.0
1996mssj,544016559367,0.0
1996mssj,543889179481,0.0
1996mssj,544114247390,0.0
19971201夜夜夜夜,35721027449,0.0
19971201夜夜夜夜,544114479515,0.0
19971201夜夜夜夜,543695068744,0.0
19971201夜夜夜夜,543719829706,0.0
19971201夜夜夜夜,543742043514,0.0
19971201夜夜夜夜,543812646033,0.0
19971201夜夜夜夜,543827067334,0.0
19971201夜夜夜夜,543889179481,0.0
19971201夜夜夜夜,544016559367,0.0
19971201夜夜夜夜,544017279596,0.0
1号酒吧y,544114247390,2.0
1号酒吧y,36266985550,2.0
1号酒吧y,545538490326,2.0
1号酒吧y,544114479515,0.0
1号酒吧y,544106286825,0.0
1号酒吧y,544106282196,0.0
1号酒吧y,544100858313,0.0
1号酒吧y,544099790786,0.0
1号酒吧y,544066720474,0.0
1号酒吧y,35721027449,0.0
1沉默的木鱼,36074765406,0.9333333333333333
1沉默的木鱼,522151463307,0.9333333333333333
1沉默的木鱼,539410602755,0.9333333333333333
1沉默的木鱼,522609190751,0.7363636363636366
1沉默的木鱼,545516801138,0.7363636363636366
1沉默的木鱼,521926312352,0.7363636363636366
1沉默的木鱼,36351422002,0.7363636363636366
1沉默的木鱼,547792011631,0.7363636363636366
1沉默的木鱼,544114247390,0.7363636363636366
1沉默的木鱼,544768785584,0.7363636363636366
2010一言难尽,537396783238,1.0
2010一言难尽,35721027449,0.0
2010一言难尽,544016559367,0.0
2010一言难尽,544106282196,0.0
2010一言难尽,544100858313,0.0
2010一言难尽,544099790786,0.0
2010一言难尽,544066720474,0.0
2010一言难尽,544017279596,0.0
2010一言难尽,543889179481,0.0
2010一言难尽,543694488413,0.0
2013宝贝儿萌萌,35721027449,0.0
2013宝贝儿萌萌,544114479515,0.0
2013宝贝儿萌萌,543695068744,0.0
2013宝贝儿萌萌,543719829706,0.0
2013宝贝儿萌萌,543742043514,0.0
2013宝贝儿萌萌,543812646033,0.0
2013宝贝儿萌萌,543827067334,0.0
2013宝贝儿萌萌,543889179481,0.0
2013宝贝儿萌萌,544016559367,0.0
2013宝贝儿萌萌,544017279596,0.0
2016lqj,35721027449,0.0
2016lqj,544114479515,0.0
2016lqj,543695068744,0.0
2016lqj,543719829706,0.0
2016lqj,543742043514,0.0
2016lqj,543812646033,0.0
2016lqj,543827067334,0.0
2016lqj,543889179481,0.0
2016lqj,544016559367,0.0
2016lqj,544017279596,0.0
2314303813csn,531877266868,1.0
2314303813csn,35722000205,0.9166666666666667
2314303813csn,40400203213,0.9166666666666667
2314303813csn,547794157516,0.9166666666666667
2314303813csn,520310825412,0.9166666666666667
2314303813csn,540662291619,0.9166666666666667
2314303813csn,521019257989,0.9166666666666667
2314303813csn,530910185416,0.9166666666666667
2314303813csn,522609190751,0.9166666666666667
2314303813csn,527419046969,0.7350967220406032
250ily,545516801138,0.6666666666666667
250ily,35721027449,0.0
250ily,544017279596,0.0
250ily,544106286825,0.0
250ily,544106282196,0.0
250ily,544100858313,0.0
250ily,544099790786,0.0
250ily,544066720474,0.0
250ily,544016559367,0.0
250ily,544114479515,0.0
258147m99,541254875522,3.033613445378151
258147m99,549378588703,2.1764705882352944
258147m99,550715341924,2.0098039215686274
258147m99,547751184046,1.5237266157015523
258147m99,544066720474,1.5000485143230973
258147m99,549736062191,1.5000485143230973
258147m99,545957998521,1.1764705882352942
258147m99,536728628605,1.1764705882352942
258147m99,36267739775,1.1764705882352942
258147m99,35798891586,1.1764705882352942
25纠结56,541474263467,0.8888888888888888
25纠结56,528109847799,0.8888888888888888
25纠结56,35722333869,0.8888888888888888
25纠结56,546275765548,0.8888888888888888
25纠结56,538585695146,0.8888888888888888
25纠结56,529055709096,0.8888888888888888
25纠结56,544066720474,0.0
25纠结56,544114247390,0.0
25纠结56,544106286825,0.0
25纠结56,544106282196,0.0
282029174a,546243180299,1.7813765182186234
282029174a,36286235128,1.7813765182186234
282029174a,547382055156,1.7813765182186234
282029174a,539677826038,1.7813765182186234
282029174a,35877393642,1.7813765182186234
282029174a,536083448292,1.0576923076923077
282029174a,545955506006,0.7813765182186234
282029174a,522609190751,0.7813765182186234
282029174a,530910185416,0.7813765182186234
282029174a,522078297513,0.7813765182186234
321当里个当,521019257989,2.2222222222222223
321当里个当,36266985550,2.2222222222222223
321当里个当,527419046969,1.2222222222222223
321当里个当,544768785584,1.0
321当里个当,545940561990,1.0
321当里个当,550661692854,1.0
321当里个当,547644315780,1.0
321当里个当,544115759872,1.0
321当里个当,545516801138,1.0
321当里个当,538494418449,1.0
3500公里,521926312352,2.428571428571429
3500公里,549765831606,1.6428571428571428
3500公里,527475911875,1.6428571428571428
3500公里,42240451814,1.0
3500公里,520310825412,1.0
3500公里,546827381933,1.0
3500公里,521826021046,1.0
3500公里,531877266868,1.0
3500公里,36081332365,1.0
3500公里,522191965500,0.6428571428571428
36戚36,35721027449,0.0
36戚36,544114479515,0.0
36戚36,543695068744,0.0
36戚36,543719829706,0.0
36戚36,543742043514,0.0
36戚36,543812646033,0.0
36戚36,543827067334,0.0
36戚36,543889179481,0.0
36戚36,544016559367,0.0
36戚36,544017279596,0.0
38别逼逼,35721027449,0.0
38别逼逼,544114479515,0.0
38别逼逼,543695068744,0.0
38别逼逼,543719829706,0.0
38别逼逼,543742043514,0.0
38别逼逼,543812646033,0.0
38别逼逼,543827067334,0.0
38别逼逼,543889179481,0.0
38别逼逼,544016559367,0.0
38别逼逼,544017279596,0.0
3a882,35722000205,1.2249969158643692
3a882,547794157516,1.0
3a882,530710879153,1.0
3a882,36058620932,1.0
3a882,546104970758,0.8371955333679686
3a882,35798891586,0.8
3a882,538494418449,0.8
3a882,545912368452,0.8
3a882,42240451814,0.8
3a882,35753244214,0.8
3gxdi,35721027449,0.0
3gxdi,544106282196,0.0
3gxdi,543674126623,0.0
3gxdi,543694488413,0.0
3gxdi,543694756340,0.0
3gxdi,543694848992,0.0
3gxdi,543695068744,0.0
3gxdi,543719829706,0.0
3gxdi,543742043514,0.0
3gxdi,543812646033,0.0
412107特殊,540658025950,1.0
412107特殊,542978775847,1.0
412107特殊,538535227251,0.940455735015306
412107特殊,530810980941,0.8888888888888888
412107特殊,535703074519,0.8888888888888888
412107特殊,547382055156,0.8333333333333333
412107特殊,549744152016,0.8333333333333333
412107特殊,528153854399,0.8333333333333333
412107特殊,541254875522,0.8333333333333333
412107特殊,547510552253,0.8136682969536555
4145tgggj,35721027449,0.0
4145tgggj,544114479515,0.0
4145tgggj,543695068744,0.0
4145tgggj,543719829706,0.0
4145tgggj,543742043514,0.0
4145tgggj,543812646033,0.0
4145tgggj,543827067334,0.0
4145tgggj,543889179481,0.0
4145tgggj,544016559367,0.0
4145tgggj,544017279596,0.0
430624shi2688,35721027449,0.0
430624shi2688,544114479515,0.0
430624shi2688,543695068744,0.0
430624shi2688,543719829706,0.0
430624shi2688,543742043514,0.0
430624shi2688,543812646033,0.0
430624shi2688,543827067334,0.0
430624shi2688,543889179481,0.0
430624shi2688,544016559367,0.0
430624shi2688,544017279596,0.0
452121892zwj,35721027449,0.0
452121892zwj,544114479515,0.0
452121892zwj,543695068744,0.0
452121892zwj,543719829706,0.0
452121892zwj,543742043514,0.0
452121892zwj,543812646033,0.0
452121892zwj,543827067334,0.0
452121892zwj,543889179481,0.0
452121892zwj,544016559367,0.0
452121892zwj,544017279596,0.0
475475xl,35721027449,0.0
475475xl,544114479515,0.0
475475xl,543695068744,0.0
475475xl,543719829706,0.0
475475xl,543742043514,0.0
475475xl,543812646033,0.0
475475xl,543827067334,0.0
475475xl,543889179481,0.0
475475xl,544016559367,0.0
475475xl,544017279596,0.0
510666394_hu,547812750733,1.0
510666394_hu,35722000205,1.0
510666394_hu,42577833473,1.0
510666394_hu,543621521908,1.0
510666394_hu,545516801138,1.0
510666394_hu,35721027449,0.0
510666394_hu,544106282196,0.0
510666394_hu,544100858313,0.0
510666394_hu,544099790786,0.0
510666394_hu,544066720474,0.0
5201314shenchao,537396783238,2.8636363636363633
5201314shenchao,36286235128,2.75
5201314shenchao,36353085367,2.38639169465608
5201314shenchao,35722333869,1.9375
5201314shenchao,39539028043,1.75
